单词,总次数,完形,阅读,新题型,翻译,写作,完整试卷,未分类,出现年份
soul,2,0,0,0,0,0,1,1,2014
purely,2,0,0,0,0,0,1,1,2014
coexistence,2,0,0,0,0,0,1,1,2014
articulate,2,0,0,0,0,0,1,1,2014
principally,2,0,0,0,0,0,1,1,2014
freed,2,0,0,0,0,0,1,1,2014
continuity,2,0,0,0,0,0,1,1,2014
disconnected,2,0,0,0,0,0,1,1,2014
sonata,2,0,0,0,0,0,1,1,2014
musical,2,0,0,0,0,0,1,1,2014
restrained,2,0,0,0,0,0,1,1,2014
freethinking,2,0,0,0,0,0,1,1,2014
intensit,2,0,0,0,0,0,1,1,2014
abruptly,2,0,0,0,0,0,1,1,2014
composers,2,0,0,0,0,0,1,1,2014
broadest,2,0,0,0,0,0,1,1,2014
chaos,2,0,0,0,0,0,1,1,2014
imperative,2,0,0,0,0,0,1,1,2014
plague,2,0,0,0,0,0,1,1,2014
elevation,2,0,0,0,0,0,1,1,2014
funeral,2,0,0,0,0,0,1,1,2014
eroica,2,0,0,0,0,0,1,1,2014
renders,2,0,0,0,0,0,1,1,2014
cousms,2,1,0,0,0,0,0,1,2015
yale,2,1,0,0,0,0,0,1,2015
proceedings,2,1,0,0,0,0,0,1,2015
genome-wide,2,1,0,0,0,0,0,1,2015
geneticist,2,1,0,0,0,0,0,1,2015
fowler,2,1,0,0,0,0,0,1,2015
uc,2,1,0,0,0,0,0,1,2015
cousins,2,1,0,0,0,0,0,1,2015
kin,2,1,0,0,0,0,0,1,2015
immunity,2,1,0,0,0,0,0,1,2015
befriend,2,1,0,0,0,0,0,1,2015
extraction,2,1,0,0,0,0,0,1,2015
defended,2,1,0,0,0,0,0,1,2015
resemble,2,1,0,0,0,0,0,1,2015
endeavor,2,1,0,0,0,0,0,1,2015
surpass,2,1,0,0,0,0,0,1,2015
confuse,2,1,0,0,0,0,0,1,2015
contributory,2,1,0,0,0,0,0,1,2015
controllable,2,1,0,0,0,0,0,1,2015
ethnic,2,1,0,0,0,0,0,1,2015
abdicate,2,0,1,0,0,0,0,1,2015
scandals,2,0,1,0,0,0,0,1,2015
euro-elections,2,0,1,0,0,0,0,1,2015
lifestyles,2,0,1,0,0,0,0,1,2015
polarised,2,0,1,0,0,0,0,1,2015
franco,2,0,1,0,0,0,0,1,2015
transcendence,2,0,1,0,0,0,0,1,2015
excepted,2,0,1,0,0,0,0,1,2015
monarch-infested,2,0,1,0,0,0,0,1,2015
kingdoms,2,0,1,0,0,0,0,1,2015
vatican,2,0,1,0,0,0,0,1,2015
andorra,2,0,1,0,0,0,0,1,2015
absolutist,2,0,1,0,0,0,0,1,2015
gulf,2,0,1,0,0,0,0,1,2015
queens,2,0,1,0,0,0,0,1,2015
downside,2,0,1,0,0,0,0,1,2015
embodies,2,0,1,0,0,0,0,1,2015
indefensible,2,0,1,0,0,0,0,1,2015
inequalities,2,0,1,0,0,0,0,1,2015
piketty,2,0,1,0,0,0,0,1,2015
hide,2,0,1,0,0,0,0,1,2015
princes,2,0,1,0,0,0,0,1,2015
princesses,2,0,1,0,0,0,0,1,2015
day-jobs,2,0,1,0,0,0,0,1,2015
ride,2,0,1,0,0,0,0,1,2015
bicycles,2,0,1,0,0,0,0,1,2015
helicopters,2,0,1,0,0,0,0,1,2015
intrusiveness,2,0,1,0,0,0,0,1,2015
well-heeled,2,0,1,0,0,0,0,1,2015
granny,2,0,1,0,0,0,0,1,2015
hierarchical,2,0,1,0,0,0,0,1,2015
non-political,2,0,1,0,0,0,0,1,2015
eased,2,0,1,0,0,0,0,1,2015
embarrassment,2,0,1,0,0,0,0,1,2015
undoubted,2,0,1,0,0,0,0,1,2015
everlasting,2,0,1,0,0,0,0,1,2015
embodiment,2,0,1,0,0,0,0,1,2015
aristocrats,2,0,1,0,0,0,0,1,2015
nobility,2,0,1,0,0,0,0,1,2015
democracies,2,0,1,0,0,0,0,1,2015
nobility's,2,0,1,0,0,0,0,1,2015
adherence,2,0,1,0,0,0,0,1,2015
allies,2,0,1,0,0,0,0,1,2015
throne,2,0,1,0,0,0,0,1,2015
refrain,2,0,1,0,0,0,0,1,2015
recklessly,2,0,1,0,0,0,0,1,2015
discernable,2,0,1,0,0,0,0,1,2015
lame,2,0,1,0,0,0,0,1,2015
storehouse,2,0,1,0,0,0,0,1,2015
suspect's,2,0,1,0,0,0,0,1,2015
pocketbook,2,0,1,0,0,0,0,1,2015
arrestee,2,0,1,0,0,0,0,1,2015
arrestee's,2,0,1,0,0,0,0,1,2015
correspondence,2,0,1,0,0,0,0,1,2015
prohibition,2,0,1,0,0,0,0,1,2015
overly,2,0,1,0,0,0,0,1,2015
erased,2,0,1,0,0,0,0,1,2015
swallow,2,0,1,0,0,0,0,1,2015
kerr,2,0,1,0,0,0,0,1,2015
compares,2,0,1,0,0,0,0,1,2015
accessibility,2,0,1,0,0,0,0,1,2015
passenger,2,0,1,0,0,0,0,1,2015
deleting,2,0,1,0,0,0,0,1,2015
prohibit,2,0,1,0,0,0,0,1,2015
comparable,2,0,1,0,0,0,0,1,2015
correspondences,2,0,1,0,0,0,0,1,2015
kerr's,2,0,1,0,0,0,0,1,2015
implemented,2,0,1,0,0,0,0,1,2015
reinterpretation,2,0,1,0,0,0,0,1,2015
editor-in-chief,2,0,1,0,0,0,0,1,2015
marcia,2,0,1,0,0,0,0,1,2015
irreproducibility,2,0,1,0,0,0,0,1,2015
journal's,2,0,1,0,0,0,0,1,2015
impelled,2,0,1,0,0,0,0,1,2015
reproducibility,2,0,1,0,0,0,0,1,2015
biostatistician,2,0,1,0,0,0,0,1,2015
expects,2,0,1,0,0,0,0,1,2015
foresight,2,0,1,0,0,0,0,1,2015
ioannidis,2,0,1,0,0,0,0,1,2015
overdue,2,0,1,0,0,0,0,1,2015
damages,2,0,1,0,0,0,0,1,2015
annals,2,0,1,0,0,0,0,1,2015
lancet,2,0,1,0,0,0,0,1,2015
alarmingly,2,0,1,0,0,0,0,1,2015
engaging,2,0,1,0,0,0,0,1,2015
statistically,2,0,1,0,0,0,0,1,2015
literate,2,0,1,0,0,0,0,1,2015
stored,2,0,1,0,0,0,0,1,2015
workload,2,0,1,0,0,0,0,1,2015
diminishes,2,0,1,0,0,0,0,1,2015
joins,2,0,1,0,0,0,0,1,2015
desks,2,0,1,0,0,0,0,1,2015
rupert,2,0,1,0,0,0,0,1,2015
murdoch's,2,0,1,0,0,0,0,1,2015
unsettling,2,0,1,0,0,0,0,1,2015
wounding,2,0,1,0,0,0,0,1,2015
ex-editor,2,0,1,0,0,0,0,1,2015
conspiring,2,0,1,0,0,0,0,1,2015
hack,2,0,1,0,0,0,0,1,2015
predecessor,2,0,1,0,0,0,0,1,2015
stands,2,0,1,0,0,0,0,1,2015
hacked,2,0,1,0,0,0,0,1,2015
acknowledged,2,0,1,0,0,0,0,1,2015
await,2,0,1,0,0,0,0,1,2015
unfolds,2,0,1,0,0,0,0,1,2015
frames,2,0,1,0,0,0,0,1,2015
inquired,2,0,1,0,0,0,0,1,2015
well-paid,2,0,1,0,0,0,0,1,2015
mattered,2,0,1,0,0,0,0,1,2015
business-friendly,2,0,1,0,0,0,0,1,2015
degraded,2,0,1,0,0,0,0,1,2015
proportionality,2,0,1,0,0,0,0,1,2015
accountability,2,0,1,0,0,0,0,1,2015
betray,2,0,1,0,0,0,0,1,2015
suspicions,2,0,1,0,0,0,0,1,2015
traceable,2,0,1,0,0,0,0,1,2015
governmental,2,0,1,0,0,0,0,1,2015
ineffectiveness,2,0,1,0,0,0,0,1,2015
occasions,2,0,1,0,0,0,0,1,2015
brooks's,2,0,1,0,0,0,0,1,2015
centered,2,0,1,0,0,0,0,1,2015
conspiracy,2,0,1,0,0,0,0,1,2015
marginalized,2,0,1,0,0,0,0,1,2015
stricter,2,0,1,0,0,0,0,1,2015
comprehend,2,0,0,1,0,0,0,1,2015
utterance,2,0,0,1,0,0,0,1,2015
retrieval,2,0,0,1,0,0,0,1,2015
timeless,2,0,0,1,0,0,0,1,2015
readings,2,0,0,1,0,0,0,1,2015
ideally,2,0,0,1,0,0,0,1,2015
counterbalances,2,0,0,1,0,0,0,1,2015
surrounding,2,0,0,1,0,0,0,1,2015
fulfils,2,0,0,1,0,0,0,1,2015
skimming,2,0,0,1,0,0,0,1,2015
bed,2,0,0,1,0,0,0,1,2015
seminar,2,0,0,1,0,0,0,1,2015
ethnicity,2,0,0,1,0,0,0,1,2015
idioms,2,0,0,1,0,0,0,1,2015
entities,2,0,0,1,0,0,0,1,2015
reconstruct,2,0,0,1,0,0,0,1,2015
poems,2,0,0,1,0,0,0,1,2015
constructs,2,0,0,1,0,0,0,1,2015
mouthpieces,2,0,0,1,0,0,0,1,2015
ascribe,2,0,0,1,0,0,0,1,2015
contextual,2,0,0,1,0,0,0,1,2015
patterning,2,0,0,1,0,0,0,1,2015
text's,2,0,0,1,0,0,0,1,2015
seventeenth,2,0,0,0,1,0,0,1,2015
eighteenth,2,0,0,0,1,0,0,1,2015
emigration,2,0,0,0,1,0,0,1,2015
wanderings,2,0,0,0,1,0,0,1,2015
motivations,2,0,0,0,1,0,0,1,2015
uncharted,2,0,0,0,1,0,0,1,2015
successive,2,0,0,0,1,0,0,1,2015
englishmen,2,0,0,0,1,0,0,1,2015
frenchmen,2,0,0,0,1,0,0,1,2015
scots,2,0,0,0,1,0,0,1,2015
irishmen,2,0,0,0,1,0,0,1,2015
dutchmen,2,0,0,0,1,0,0,1,2015
swedes,2,0,0,0,1,0,0,1,2015
interplay,2,0,0,0,1,0,0,1,2015
sheer,2,0,0,0,1,0,0,1,2015
old-world,2,0,0,0,1,0,0,1,2015
scarcely,2,0,0,0,1,0,0,1,2015
resembled,2,0,0,0,1,0,0,1,2015
shiploads,2,0,0,0,1,0,0,1,2015
crossed,2,0,0,0,1,0,0,1,2015
explorations,2,0,0,0,1,0,0,1,2015
indies,2,0,0,0,1,0,0,1,2015
unmercifully,2,0,0,0,1,0,0,1,2015
twelve-week,2,0,0,0,1,0,0,1,2015
voyage,2,0,0,0,1,0,0,1,2015
allotted,2,0,0,0,1,0,0,1,2015
blew,2,0,0,0,1,0,0,1,2015
unbearably,2,0,0,0,1,0,0,1,2015
delay,2,0,0,0,1,0,0,1,2015
shore,2,0,0,0,1,0,0,1,2015
inexpressible,2,0,0,0,1,0,0,1,2015
recorder,2,0,0,0,1,0,0,1,2015
leagues,2,0,0,0,1,0,0,1,2015
smelt,2,0,0,0,1,0,0,1,2015
sweet,2,0,0,0,1,0,0,1,2015
new-blown,2,0,0,0,1,0,0,1,2015
virgin,2,0,0,0,1,0,0,1,2015
treasure-house,2,0,0,0,1,0,0,1,2015
maine,2,0,0,0,1,0,0,1,2015
lumber,2,0,0,0,1,0,0,1,2015
furniture,2,0,0,0,1,0,0,1,2015
potash,2,0,0,0,1,0,0,1,2015
dyes,2,0,0,0,1,0,0,1,2015
naval,2,0,0,0,1,0,0,1,2015
session,2,0,0,0,0,1,0,1,2015
cambodia,2,1,0,0,0,0,0,1,2016
matchmaker,2,1,0,0,0,0,0,1,2016
negotiations,2,1,0,0,0,0,0,1,2016
veto,2,1,0,0,0,0,0,1,2016
investigates,2,1,0,0,0,0,0,1,2016
marrymg,2,1,0,0,0,0,0,1,2016
wedding,2,1,0,0,0,0,0,1,2016
affair,2,1,0,0,0,0,0,1,2016
buddhist,2,1,0,0,0,0,0,1,2016
priests,2,1,0,0,0,0,0,1,2016
sermon,2,1,0,0,0,0,0,1,2016
prayers,2,1,0,0,0,0,0,1,2016
blessing,2,1,0,0,0,0,0,1,2016
ritual,2,1,0,0,0,0,0,1,2016
cotton,2,1,0,0,0,0,0,1,2016
threads,2,1,0,0,0,0,0,1,2016
soaked,2,1,0,0,0,0,0,1,2016
holy,2,1,0,0,0,0,0,1,2016
bride's,2,1,0,0,0,0,0,1,2016
groom's,2,1,0,0,0,0,0,1,2016
wrists,2,1,0,0,0,0,0,1,2016
bless,2,1,0,0,0,0,0,1,2016
wife's,2,1,0,0,0,0,0,1,2016
candle,2,1,0,0,0,0,0,1,2016
newlyweds,2,1,0,0,0,0,0,1,2016
retains,2,1,0,0,0,0,0,1,2016
jointly-acquired,2,1,0,0,0,0,0,1,2016
recite,2,1,0,0,0,0,0,1,2016
piling,2,1,0,0,0,0,0,1,2016
wrapping,2,1,0,0,0,0,0,1,2016
tying,2,1,0,0,0,0,0,1,2016
persuaded,2,1,0,0,0,0,0,1,2016
donated,2,1,0,0,0,0,0,1,2016
warms,2,1,0,0,0,0,0,1,2016
prides,2,0,1,0,0,0,0,1,2016
innovator,2,0,1,0,0,0,0,1,2016
incite,2,0,1,0,0,0,0,1,2016
thinness,2,0,1,0,0,0,0,1,2016
uplifting,2,0,1,0,0,0,0,1,2016
tells,2,0,1,0,0,0,0,1,2016
tape-measure,2,0,1,0,0,0,0,1,2016
enforced,2,0,1,0,0,0,0,1,2016
faintly,2,0,1,0,0,0,0,1,2016
hint,2,0,1,0,0,0,0,1,2016
intangible,2,0,1,0,0,0,0,1,2016
thandieting,2,0,1,0,0,0,0,1,2016
wasp-waist,2,0,1,0,0,0,0,1,2016
physiques,2,0,1,0,0,0,0,1,2016
skin-deep,2,0,1,0,0,0,0,1,2016
bone-showing,2,0,1,0,0,0,0,1,2016
government-defined,2,0,1,0,0,0,0,1,2016
adornment,2,0,1,0,0,0,0,1,2016
denmark's,2,0,1,0,0,0,0,1,2016
charter's,2,0,1,0,0,0,0,1,2016
modeling,2,0,1,0,0,0,0,1,2016
copenhagen,2,0,1,0,0,0,0,1,2016
name-and,2,0,1,0,0,0,0,1,2016
persuasion,2,0,1,0,0,0,0,1,2016
elevate,2,0,1,0,0,0,0,1,2016
redefined,2,0,1,0,0,0,0,1,2016
indicating,2,0,1,0,0,0,0,1,2016
heightening,2,0,1,0,0,0,0,1,2016
designer,2,0,1,0,0,0,0,1,2016
caring,2,0,1,0,0,0,0,1,2016
polls,2,0,1,0,0,0,0,1,2016
proudest,2,0,1,0,0,0,0,1,2016
octavia,2,0,1,0,0,0,0,1,2016
hill,2,0,1,0,0,0,0,1,2016
dwellers,2,0,1,0,0,0,0,1,2016
hill's,2,0,1,0,0,0,0,1,2016
belts,2,0,1,0,0,0,0,1,2016
consumes,2,0,1,0,0,0,0,1,2016
guardianship,2,0,1,0,0,0,0,1,2016
endorse,2,0,1,0,0,0,0,1,2016
authorising,2,0,1,0,0,0,0,1,2016
councils,2,0,1,0,0,0,0,1,2016
oppose,2,0,1,0,0,0,0,1,2016
sensing,2,0,1,0,0,0,0,1,2016
pleading,2,0,1,0,0,0,0,1,2016
terror,2,0,1,0,0,0,0,1,2016
stirling,2,0,1,0,0,0,0,1,2016
ackroyd,2,0,1,0,0,0,0,1,2016
intrusion,2,0,1,0,0,0,0,1,2016
truer,2,0,1,0,0,0,0,1,2016
equals,2,0,1,0,0,0,0,1,2016
concreted,2,0,1,0,0,0,0,1,2016
meadows,2,0,1,0,0,0,0,1,2016
new-build,2,0,1,0,0,0,0,1,2016
renovation,2,0,1,0,0,0,0,1,2016
renewal,2,0,1,0,0,0,0,1,2016
out-of-town,2,0,1,0,0,0,0,1,2016
streets,2,0,1,0,0,0,0,1,2016
edges,2,0,1,0,0,0,0,1,2016
rip,2,0,1,0,0,0,0,1,2016
enabled,2,0,1,0,0,0,0,1,2016
enviable,2,0,1,0,0,0,0,1,2016
coherence,2,0,1,0,0,0,0,1,2016
low-density,2,0,1,0,0,0,0,1,2016
corrupted,2,0,1,0,0,0,0,1,2016
ireland,2,0,1,0,0,0,0,1,2016
unite,2,0,1,0,0,0,0,1,2016
backed,2,0,1,0,0,0,0,1,2016
shakespearean,2,0,1,0,0,0,0,1,2016
attack,2,0,1,0,0,0,0,1,2016
thenviable,2,0,1,0,0,0,0,1,2016
town-and-country,2,0,1,0,0,0,0,1,2016
prize-winning,2,0,1,0,0,0,0,1,2016
epg,2,0,1,0,0,0,0,1,2016
consulting,2,0,1,0,0,0,0,1,2016
donate,2,0,1,0,0,0,0,1,2016
deeds,2,0,1,0,0,0,0,1,2016
differentiating,2,0,1,0,0,0,0,1,2016
prosecutions,2,0,1,0,0,0,0,1,2016
corrupt,2,0,1,0,0,0,0,1,2016
fcpa,2,0,1,0,0,0,0,1,2016
investigations,2,0,1,0,0,0,0,1,2016
programmes,2,0,1,0,0,0,0,1,2016
penalties,2,0,1,0,0,0,0,1,2016
leniency,2,0,1,0,0,0,0,1,2016
labour-rights,2,0,1,0,0,0,0,1,2016
bribing,2,0,1,0,0,0,0,1,2016
do-gooding,2,0,1,0,0,0,0,1,2016
malpractices,2,0,1,0,0,0,0,1,2016
defamed,2,0,1,0,0,0,0,1,2016
ceases,2,0,1,0,0,0,0,1,2016
sometime,2,0,1,0,0,0,0,1,2016
paper's,2,0,1,0,0,0,0,1,2016
nostalgia,2,0,1,0,0,0,0,1,2016
rustle,2,0,1,0,0,0,0,1,2016
ditch,2,0,1,0,0,0,0,1,2016
presses,2,0,1,0,0,0,0,1,2016
dwarf,2,0,1,0,0,0,0,1,2016
overhead,2,0,1,0,0,0,0,1,2016
mistake,2,0,1,0,0,0,0,1,2016
jonah,2,0,1,0,0,0,0,1,2016
figuring,2,0,1,0,0,0,0,1,2016
netflix,2,0,1,0,0,0,0,1,2016
discontinuing,2,0,1,0,0,0,0,1,2016
dvd-mailing,2,0,1,0,0,0,0,1,2016
streaming,2,0,1,0,0,0,0,1,2016
blunder,2,0,1,0,0,0,0,1,2016
foresighted,2,0,1,0,0,0,0,1,2016
they'd,2,0,1,0,0,0,0,1,2016
overpaying,2,0,1,0,0,0,0,1,2016
digital-only,2,0,1,0,0,0,0,1,2016
tremendous,2,0,1,0,0,0,0,1,2016
ending,2,0,1,0,0,0,0,1,2016
luxuries,2,0,1,0,0,0,0,1,2016
unaffected,2,0,1,0,0,0,0,1,2016
aggressiveness,2,0,1,0,0,0,0,1,2016
cherish,2,0,1,0,0,0,0,1,2016
competence,2,0,0,1,0,0,0,1,2016
trustworthiness,2,0,0,1,0,0,0,1,2016
likeability,2,0,0,1,0,0,0,1,2016
tenth,2,0,0,1,0,0,0,1,2016
sneakers,2,0,0,1,0,0,0,1,2016
t-shirts,2,0,0,1,0,0,0,1,2016
magnified,2,0,0,1,0,0,0,1,2016
social-media,2,0,0,1,0,0,0,1,2016
linkedln,2,0,0,1,0,0,0,1,2016
headshots,2,0,0,1,0,0,0,1,2016
branding,2,0,0,1,0,0,0,1,2016
navigate,2,0,0,1,0,0,0,1,2016
coach,2,0,0,1,0,0,0,1,2016
upgrades,2,0,0,1,0,0,0,1,2016
rut,2,0,0,1,0,0,0,1,2016
hoping,2,0,0,1,0,0,0,1,2016
refresh,2,0,0,1,0,0,0,1,2016
pivot,2,0,0,1,0,0,0,1,2016
approachable,2,0,0,1,0,0,0,1,2016
soho,2,0,0,1,0,0,0,1,2016
characterizations,2,0,0,1,0,0,0,1,2016
conveys,2,0,0,1,0,0,0,1,2016
enlist,2,0,0,1,0,0,0,1,2016
styling,2,0,0,1,0,0,0,1,2016
crew,2,0,0,1,0,0,0,1,2016
barber,2,0,0,1,0,0,0,1,2016
fussing,2,0,0,1,0,0,0,1,2016
wear,2,0,0,1,0,0,0,1,2016
fatigue,2,0,0,1,0,0,0,1,2016
go-to,2,0,0,1,0,0,0,1,2016
birthright,2,0,0,0,1,0,0,1,2016
heal,2,0,0,0,1,0,0,1,2016
mend,2,0,0,0,1,0,0,1,2016
reawakened,2,0,0,0,1,0,0,1,2016
contains,2,0,0,0,1,0,0,1,2016
self-esteem,2,0,0,0,1,0,0,1,2016
unlearned,2,0,0,0,1,0,0,1,2016
kindness,2,0,0,0,1,0,0,1,2016
surrounds,2,0,0,0,1,0,0,1,2016
mundane,2,0,0,0,1,0,0,1,2016
foe,2,0,0,0,1,0,0,1,2016
id,2,0,0,0,1,0,0,1,2016
librarian,2,0,0,0,0,1,0,1,2016
newly-enrolled,2,0,0,0,0,1,0,1,2016
hug,2,1,0,0,0,0,0,1,2017
resounding,2,1,0,0,0,0,0,1,2017
warm,2,1,0,0,0,0,0,1,2017
mellon,2,1,0,0,0,0,0,1,2017
receipt,2,1,0,0,0,0,0,1,2017
susceptibility,2,1,0,0,0,0,0,1,2017
protects,2,1,0,0,0,0,0,1,2017
colds,2,1,0,0,0,0,0,1,2017
sheldon,2,1,0,0,0,0,0,1,2017
cohen,2,1,0,0,0,0,0,1,2017
marker,2,1,0,0,0,0,0,1,2017
intimacy,2,1,0,0,0,0,0,1,2017
health-related,2,1,0,0,0,0,0,1,2017
bonding,2,1,0,0,0,0,0,1,2017
newborn,2,1,0,0,0,0,0,1,2017
bloodstream,2,1,0,0,0,0,0,1,2017
physiology,2,1,0,0,0,0,0,1,2017
calculated,2,1,0,0,0,0,0,1,2017
defeats,2,1,0,0,0,0,0,1,2017
vanishes,2,1,0,0,0,0,0,1,2017
decreases,2,1,0,0,0,0,0,1,2017
terrorists,2,0,1,0,0,0,0,1,2017
downed,2,0,1,0,0,0,0,1,2017
mediterranean,2,0,1,0,0,0,0,1,2017
tragic,2,0,1,0,0,0,0,1,2017
undermines,2,0,1,0,0,0,0,1,2017
drag,2,0,1,0,0,0,0,1,2017
mention,2,0,1,0,0,0,0,1,2017
infuriating,2,0,1,0,0,0,0,1,2017
undercover,2,0,1,0,0,0,0,1,2017
investigators,2,0,1,0,0,0,0,1,2017
sneak,2,0,1,0,0,0,0,1,2017
airport,2,0,1,0,0,0,0,1,2017
o'hare,2,0,1,0,0,0,0,1,2017
screeners,2,0,1,0,0,0,0,1,2017
overpack,2,0,1,0,0,0,0,1,2017
baggage,2,0,1,0,0,0,0,1,2017
remodeling,2,0,1,0,0,0,0,1,2017
win-win,2,0,1,0,0,0,0,1,2017
sticker,2,0,1,0,0,0,0,1,2017
precheck's,2,0,1,0,0,0,0,1,2017
diverting,2,0,1,0,0,0,0,1,2017
american's,2,0,1,0,0,0,0,1,2017
oftravelers,2,0,1,0,0,0,0,1,2017
quieter,2,0,1,0,0,0,0,1,2017
wrongly-directed,2,0,1,0,0,0,0,1,2017
reluctance,2,0,1,0,0,0,0,1,2017
belated,2,0,1,0,0,0,0,1,2017
liliuokalani,2,0,1,0,0,0,0,1,2017
reigning,2,0,1,0,0,0,0,1,2017
monarch,2,0,1,0,0,0,0,1,2017
esteemed,2,0,1,0,0,0,0,1,2017
hawaii,2,0,1,0,0,0,0,1,2017
erupted,2,0,1,0,0,0,0,1,2017
meter,2,0,1,0,0,0,0,1,2017
telescope,2,0,1,0,0,0,0,1,2017
observatory,2,0,1,0,0,0,0,1,2017
revolutionize,2,0,1,0,0,0,0,1,2017
tmt's,2,0,1,0,0,0,0,1,2017
dormant,2,0,1,0,0,0,0,1,2017
volcano,2,0,1,0,0,0,0,1,2017
worshiped,2,0,1,0,0,0,0,1,2017
piko,2,0,1,0,0,0,0,1,2017
islands,2,0,1,0,0,0,0,1,2017
pacific,2,0,1,0,0,0,0,1,2017
vocal,2,0,1,0,0,0,0,1,2017
disrespect,2,0,1,0,0,0,0,1,2017
belongs,2,0,1,0,0,0,0,1,2017
fragile,2,0,1,0,0,0,0,1,2017
ecosystems,2,0,1,0,0,0,0,1,2017
holiness,2,0,1,0,0,0,0,1,2017
island's,2,0,1,0,0,0,0,1,2017
relic,2,0,1,0,0,0,0,1,2017
undergoing,2,0,1,0,0,0,0,1,2017
polynesians,2,0,1,0,0,0,0,1,2017
shores,2,0,1,0,0,0,0,1,2017
disassemble,2,0,1,0,0,0,0,1,2017
starry,2,0,1,0,0,0,0,1,2017
skies,2,0,1,0,0,0,0,1,2017
primal,2,0,1,0,0,0,0,1,2017
ancestral,2,0,1,0,0,0,0,1,2017
minimize,2,0,1,0,0,0,0,1,2017
telescope's,2,0,1,0,0,0,0,1,2017
visibility,2,0,1,0,0,0,0,1,2017
lifetimes,2,0,1,0,0,0,0,1,2017
liliuokalani's,2,0,1,0,0,0,0,1,2017
ofastronomy,2,0,1,0,0,0,0,1,2017
feats,2,0,1,0,0,0,0,1,2017
astronomical,2,0,1,0,0,0,0,1,2017
ruining,2,0,1,0,0,0,0,1,2017
humiliating,2,0,1,0,0,0,0,1,2017
uncover,2,0,1,0,0,0,0,1,2017
soften,2,0,1,0,0,0,0,1,2017
oneof,2,0,1,0,0,0,0,1,2017
hesitancy,2,0,1,0,0,0,0,1,2017
timely,2,0,1,0,0,0,0,1,2017
usefulness,2,0,1,0,0,0,0,1,2017
convert,2,0,1,0,0,0,0,1,2017
sheds,2,0,1,0,0,0,0,1,2017
poorest,2,0,1,0,0,0,0,1,2017
rounded,2,0,1,0,0,0,0,1,2017
budding,2,0,1,0,0,0,0,1,2017
sole,2,0,1,0,0,0,0,1,2017
refocus,2,0,1,0,0,0,0,1,2017
forecasted,2,0,1,0,0,0,0,1,2017
remold,2,0,1,0,0,0,0,1,2017
preparing,2,0,1,0,0,0,0,1,2017
foreshadows,2,0,1,0,0,0,0,1,2017
terminator,2,0,1,0,0,0,0,1,2017
gateway,2,0,1,0,0,0,0,1,2017
unammous,2,0,1,0,0,0,0,1,2017
rolex,2,0,1,0,0,0,0,1,2017
ferrari,2,0,1,0,0,0,0,1,2017
governor's,2,0,1,0,0,0,0,1,2017
unsettled,2,0,1,0,0,0,0,1,2017
gift-giver,2,0,1,0,0,0,0,1,2017
intent,2,0,1,0,0,0,0,1,2017
anti-bribery,2,0,1,0,0,0,0,1,2017
hosting,2,0,1,0,0,0,0,1,2017
prosecution,2,0,1,0,0,0,0,1,2017
compact,2,0,1,0,0,0,0,1,2017
favorites,2,0,1,0,0,0,0,1,2017
donation,2,0,1,0,0,0,0,1,2017
leader's,2,0,1,0,0,0,0,1,2017
fan,2,0,1,0,0,0,0,1,2017
perceptions,2,0,1,0,0,0,0,1,2017
convicting,2,0,1,0,0,0,0,1,2017
corruptive,2,0,1,0,0,0,0,1,2017
ofgifts,2,0,1,0,0,0,0,1,2017
gift-givers,2,0,1,0,0,0,0,1,2017
contracts,2,0,1,0,0,0,0,1,2017
offavoritism,2,0,1,0,0,0,0,1,2017
sarcastic,2,0,1,0,0,0,0,1,2017
dinner,2,0,0,1,0,0,0,1,2017
poplar,2,0,0,1,0,0,0,1,2017
evening,2,0,0,1,0,0,0,1,2017
chronicle,2,0,0,1,0,0,0,1,2017
runaway,2,0,0,1,0,0,0,1,2017
coats,2,0,0,1,0,0,0,1,2017
cigars,2,0,0,1,0,0,0,1,2017
plump,2,0,0,1,0,0,0,1,2017
spectacled,2,0,0,1,0,0,0,1,2017
approached,2,0,0,1,0,0,0,1,2017
installments,2,0,0,1,0,0,0,1,2017
backdrop,2,0,0,1,0,0,0,1,2017
woodcuts,2,0,0,1,0,0,0,1,2017
then-famous,2,0,0,1,0,0,0,1,2017
seymour's,2,0,0,1,0,0,0,1,2017
installment,2,0,0,1,0,0,0,1,2017
displeasure,2,0,0,1,0,0,0,1,2017
pressed,2,0,0,1,0,0,0,1,2017
posthumous,2,0,0,1,0,0,0,1,2017
serially,2,0,0,1,0,0,0,1,2017
best-known,2,0,0,1,0,0,0,1,2017
novelist,2,0,0,1,0,0,0,1,2017
moralist,2,0,0,1,0,0,0,1,2017
satirist,2,0,0,1,0,0,0,1,2017
reformer,2,0,0,1,0,0,0,1,2017
crafted,2,0,0,1,0,0,0,1,2017
plots,2,0,0,1,0,0,0,1,2017
panorama,2,0,0,1,0,0,0,1,2017
errand,2,0,0,1,0,0,0,1,2017
shorthand,2,0,0,1,0,0,0,1,2017
stenographer,2,0,0,1,0,0,0,1,2017
reporter's,2,0,0,1,0,0,0,1,2017
transcribing,2,0,0,1,0,0,0,1,2017
submitted,2,0,0,1,0,0,0,1,2017
portsmouth,2,0,0,1,0,0,0,1,2017
clerk,2,0,0,1,0,0,0,1,2017
